Date;OR FP Equity;DG FP Equity;TTE FP Equity;AI FP Equity;DSY FP Equity;CS FP Equity;ERF FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;AC FP Equity;EL FP Equity;VIV FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;URW FP Equity;ACA FP Equity;RI FP Equity;STMPA FP Equity
06/11/2015;167;62.22;46.235;81.628;14.734;24.74;33.5;57.61;64.29;82.2;30.66;40.59;44.41;121.8;6.3379;168.75;23.3725;159.74;59.79;92.98;70.54;67.19;72.02;351.5;16.195;16.43;11.6316;35.09;21.3467;86.429;45.405;58.15;66.1;53.61;246.5;11;107.5;6.645
13/11/2015;165.9;59.91;44.435;79.5989;14.64;24.41;31.46;56.14;63.01;81.2;28.81;38.78;41.475;119.6;5.7986;162.4;22.985;153.65;57.12;89.7;66.31;65.54;74.95;332.55;16.05;16.245;10.5382;34.795;20.6766;80.2328;43.86;55.86;63.53;52;240.65;11.19;105.95;6.468
20/11/2015;168.75;61.49;46.255;77.337;14.868;24.825;31.5;55.44;64.99;83.74;29.3;41.01;40.99;121.95;5.9047;162.25;23.485;155.61;57.74;93.02;67.23;69.35;76.1;331.3;16.62;16.54;11.2245;35.245;21.5251;82.6397;44.025;58.31;66.42;53.6;254.8;11.3;107.9;6.707
27/11/2015;168.75;62.11;46.62;77.1707;15.008;25.545;34.83;56.02;65.02;85.06;29.345;41.295;39.425;123.35;5.8306;155.95;23.7125;150.45;59.54;94.08;68.89;70.06;77.69;331.1;16.29;16.62;10.6476;35.4;22.0699;83.3756;44.81;58.94;67.95;54.79;244.45;11.395;107.8;6.865
04/12/2015;159.25;59.04;43.455;70.1522;14.962;25.25;34.425;53.87;62.75;86.4;27.715;39.81;40.825;116.25;5.6983;152.25;22.725;149.19;59.7;92.85;64.98;69.94;76.77;329.35;15.97;15.45;9.2402;34.15;21.1009;78.8304;43.71;55.49;64.01;53.78;232.6;11.095;104.1;6.738
11/12/2015;154.45;57.63;41.8;68.489;14.494;24.65;30.62;51.29;61.39;84.16;26.155;38.545;38.82;113.85;5.5311;144.95;21.71;144.5;57.69;87.84;61.98;67.88;75.33;314.6;15.835;14.915;8.3631;35.61;20.3681;76.0058;40.685;53.25;62.28;52.68;227.05;10.23;102;6.183
18/12/2015;157.75;58.4;42.01;69.6865;14.592;24.975;32.66;53.19;61.93;85.48;26.65;39.39;39.035;115.05;5.5675;145;21.875;145.01;60.05;91.92;63.49;69.36;77.64;310.45;15.99;15.385;8.3492;35.585;20.7731;78.3232;42.915;52.13;63.26;51.65;233.6;10.57;104.15;6.068
08/01/2016;149.6;56.86;37.35;63.2667;13.882;23.245;30.85;48;59.73;79.85;25.15;36.12;37.025;110.95;5.4512;135.35;20.36;132.88;55.2;83.77;59.61;69.25;73.04;301.45;15.05;15.3;7.8676;35.715;20.397;74.2653;38.905;49.655;58.76;49.46;223.1;10.015;99.16;5.58
15/01/2016;145.8;57.4;37.655;62.7544;12.898;22.77;29.505;45.38;58.96;78.65;24.615;35.46;34.365;107.75;5.4657;137.4;19.76;131.21;51.7;75.13;55.38;68.41;71.54;296.35;14.295;15.365;7.1023;35.11;19.8523;71.1125;35.98;46.38;56.15;48.55;221.15;9.7;97.09;5.255
22/01/2016;150.5;60.22;39.26;64.1182;13.682;22.45;29.99;44.45;59.61;83.04;25.3;37.39;33.155;111.25;5.6881;143.15;20.4425;142.41;52.8;79.08;58.64;69.94;75.09;303.85;14.42;15.835;7.6745;35.69;20.4886;75.787;35.885;49.175;56.95;48.79;228.65;9.28;103.2;5.818
29/01/2016;157.55;62.42;40.92;63.3465;14.238;22.77;30.265;43.725;63.45;84.08;26.23;37.935;35;114.35;5.8233;148.2;21.015;144.13;55.27;77.93;59.66;70.17;76.78;313.55;14.695;16.33;8.0933;36.065;21.3998;76.1351;35.18;49.11;57.82;50.72;232;9.196;107.95;6.016
05/02/2016;153.2;60.75;38.905;63.4197;13.394;20.33;28.71;41.575;60.76;79.1;24.765;35.515;33.335;107.75;5.1256;152.7;20.605;143.99;53.17;73.42;54.31;63.43;74.26;314.65;14.035;15.205;8.1049;34.15;20.6236;71.3114;32.11;50.9;54.06;49.275;225.5;8.644;101.1;5.159
12/02/2016;150.15;58.63;38;62.4351;13.152;19.35;27.94;39.57;58.6;69.21;22.63;33.01;31;104.1;5.0107;146;19.8025;135.44;55.62;68.33;50.51;61.27;69.46;299;13.35;14.895;6.6184;32.01;19.4859;68.4271;28.4;46.03;51.31;42.34;214.4;7.993;93.31;4.737
19/02/2016;154.65;62.89;39.74;63.2933;13.95;20.4;30.38;40.51;60.35;75.78;23.52;35.34;35.625;109.35;5.239;154.5;21.3225;148.12;57.25;79.53;53.95;66.13;73.19;320.45;14.02;15.94;7.4815;34.595;20.5513;69.9687;30.43;52.36;55.25;44.645;230.05;9.201;96.8;5.2
26/02/2016;156.65;63.41;40.835;63.8188;13.894;20.31;31.81;42.45;63.54;76.19;24.23;35.305;37.9;109;5.4933;153.2;20.7225;150.49;56.39;82.77;56.04;72.14;70.2;316.3;14.305;15.81;7.6443;35.74;19.9439;73.3005;32.02;53.59;57.51;45.19;227.55;9.428;98.34;5.244
04/03/2016;155.7;63.96;42.675;64.9099;13.7;21.35;31.93;46.485;63.76;77.35;26.4;37.65;39.805;109.5;5.5704;153.35;21.7125;152.12;58.31;86.96;58.8;72.5;72.71;320.2;14.21;15.9;10.7011;36.33;19.8234;72.0374;35.1;56;62.1;46.5;235.95;10.07;99.26;5.366
11/03/2016;156.25;65.35;42.35;66.0741;13.812;21.63;31.2;48.7;63.87;78.21;23.85;37.895;38;111.9;5.5384;157.45;21.5925;154.49;59.47;82.43;59.23;71.96;76.1;326.8;14.03;16.445;10.9802;36.45;19.9728;73.5591;36.79;55.42;60.13;47.885;243.65;10.67;101.15;5.339
18/03/2016;159.05;64.77;42.89;65.2092;13.938;21.59;30.88;45.62;62.86;79.15;23.875;37.875;39.365;108.85;5.5006;152.35;22.3675;151.7;61.46;85.75;60.85;74.84;76;316.1;13.94;15.53;12.18;36.055;20.0065;70.3466;35.79;56;60.6;48.825;250.8;10.195;102.05;5.087
01/04/2016;154.7;65.28;38.785;64.524;13.84;20.335;32.245;44.005;61.32;82.55;23.865;38.375;36.8;106.75;5.3029;148.8;22.1225;142.92;61.44;85.24;59.22;76.13;77.48;306.65;13.425;15.395;12.45;35.14;19.9776;70.3665;32.415;54.03;56.98;48.545;237.75;9.449;96.09;4.805
08/04/2016;154.7;65.02;40.01;62.7877;14.052;19.92;32.76;41.935;61.26;80.19;23.555;38.695;36.3;107.45;5.3552;145.65;22.0725;140.41;62.95;81.8;58.94;76.5;76.55;297.95;13.33;14.23;12.135;29.85;20.2138;74.1658;30.885;53.12;57.51;48.43;236.85;9.101;96.94;4.894
15/04/2016;158.65;65.95;42.545;67.6242;14.194;22.145;32;45.16;62.16;80.3;26.11;39.97;38.02;108.4;5.4555;152.4;23.025;143.8;62.1;86.47;60.36;76.17;76.01;308.25;13.875;15.14;14.61;31.05;20.7249;77.0302;33.84;56.38;56.58;49.995;241.15;9.713;100.05;5.131
22/04/2016;163.45;65.01;43.825;69.7863;14.022;22.865;31.615;47.79;63.13;79.02;26.48;40.71;40.79;115.5;5.3378;149.75;24.075;140.83;64.91;87.34;60.79;75.74;74.78;307.45;14.255;14.945;15.279;30.225;20.3054;78.0845;35.815;59.45;58.17;50.5;237;10.09;96.5;5.171
29/04/2016;158.45;65.24;43.93;65.8612;13.66;22.015;32.405;46.24;61.17;81.53;24.745;39.995;38.685;113.05;4.8726;145.1;22.7875;139.11;64.63;84.28;60.17;75.5;78.4;311;14.4;14.48;14.796;29.12;20.6863;71.7192;34.25;56.84;54.61;49.74;234;9.659;94.28;5.364
06/05/2016;157.75;63.75;42.94;63.5062;13.598;20.43;31.995;44.265;59.8;78.89;23.9;38.275;37.82;112.25;4.8988;143.7;22.5875;134.41;63.56;81.03;58.33;75.48;76.82;316.5;13.375;14.21;13.914;28.445;19.3123;70.0184;32.86;53.78;54.03;48.645;235.3;9.03;95.31;4.832
13/05/2016;159.55;65.09;42.82;64.0051;13.662;20.725;32.335;44.02;60.64;81.5;24.495;38.485;38.105;113;4.9192;145.35;22.7125;132.79;63.15;80.75;59.55;76.8;76.42;317.1;13.35;15.095;12.336;29.635;19.269;69.6007;33.395;54.76;55.14;48.58;234.95;8.645;95.89;4.664
20/05/2016;160.65;66.01;43.005;64.6438;13.82;21.24;33.03;45.715;60.35;81.73;24.395;38.78;38.855;114.55;5.0354;144.2;22.095;133.81;64.77;79.89;59.98;77.28;75.8;318.9;13.3;15.205;11.889;28.945;18.917;70.7942;34.675;56.25;54.41;49.25;235.7;8.843;94.82;5.139
27/05/2016;166.9;68.18;43.9;65.0163;14.224;22.705;34.39;49.765;63.13;86.04;24.38;40.055;40.025;118.25;5.2026;145.05;22.8175;136.18;64.57;83.94;62.96;77.73;78.53;324.5;13.885;15.465;12.837;29.09;19.4666;73.4;36.95;58.3;56.02;50.38;245;9.092;98.24;5.429
03/06/2016;168.1;66.69;42.295;63.3532;13.96;21.755;34.435;46.32;62.87;87.35;24.34;39.825;40.445;117.65;5.0282;145.25;23.1775;137.62;62.04;80.28;61.74;76.43;78.72;324.3;13.505;15.37;13.761;28.74;19.5871;72.0971;35.61;57.01;53.35;49.985;240.4;8.646;98.01;5.322
10/06/2016;163.4;64.67;42.05;62.0093;13.394;20.31;32.905;44.295;61.43;85.75;23.195;38.13;37.7;116.1;4.6342;142.7;22.7325;140.78;60.77;78.09;60.68;73.88;78.09;326.55;14.115;14.74;14.19;27.65;19.2738;70.0582;32.675;55.23;52.66;48.095;236.5;8.194;94.9;5.079
17/06/2016;161.35;62.9;41.26;60.7453;13.112;19.68;31.55;43.45;59.9;82.52;22.24;36.985;36.3;110.35;4.5296;137.5;21.5575;136.27;60.56;76.18;56.93;72.26;76.67;327.35;14.12;14.29;13.713;26.56;18.6133;67.4624;32.87;54.75;50.83;46.535;229.3;8.047;91.58;5.043
24/06/2016;164.3;59.99;40.62;60.4526;13.612;18.18;32.215;39.4;60.83;80.1;22.15;35.58;36.245;115;4.5339;135.15;21.43;132.14;60.66;70.49;58.28;72.29;77.08;325.2;13.475;13.665;12.573;26.38;17.7986;68.994;28.8;52.12;52.11;45.725;230.35;7.651;95.17;5.125
01/07/2016;172.45;64.35;43.755;62.9873;13.712;17.86;34.165;39.91;64.2;77.85;22.505;34.97;36.005;119.55;4.9337;136.15;21.9575;137.76;61.44;71.68;61.07;75.97;77.94;340.8;14.42;14.585;13.2;26.35;18.6856;74.6134;28.38;53.73;51.48;46.92;235.85;7.647;101;5.28
08/07/2016;172.8;63.6;42.65;59.7873;13.576;17.075;33.37;39.815;64.04;75.39;22;34.08;35.945;118.6;4.8799;134.4;21.35;136.74;60.24;69.57;59.86;75.6;76.83;337.45;14.54;14.155;13.407;25.81;18.4157;73.7879;28;52.1;49.03;46.76;226.75;7.541;99.17;5.162
15/07/2016;174.4;66.27;43.93;63.7922;14.082;18.15;33.395;42.78;65.74;78.72;23.18;36.28;37.425;121.75;5.0471;140;22.1075;142.36;63.49;74.39;62.6;77.18;78.83;348.3;15.025;14.635;15.372;26.985;18.6567;75.2201;30.345;55.4;52.61;48.085;232.95;7.843;99.81;5.391
22/07/2016;174.55;66.55;43.085;63.6259;14.168;17.83;34.005;43.4;65.4;82.05;23.12;36.285;37.355;122.15;4.9758;142.3;22.0375;144.03;65.26;75.49;60.85;78.84;79.69;376.4;15.06;14.465;15.567;26.845;18.6953;76.1848;30.235;56.28;51.4;49.5;240;7.9;101.25;5.713
29/07/2016;170.25;67.89;42.76;63.4596;14.774;18.23;33.545;44.355;68.88;85.95;22.405;37.9;37.425;114.55;5.1125;153.4;22.86;157.93;66.6;78.25;60.8;81.49;83.19;384.8;14.725;13.69;17.247;26.46;19.1484;75.7373;30.555;58.52;52.63;49.35;246.15;7.92;102.2;6.527
05/08/2016;171.95;67.04;42.945;62.016;14.836;17.65;38.665;43.845;69.64;85.58;21.84;37.9;35.725;114;5.1285;153.4;23.44;160.35;66.13;77.11;60.51;81.25;83.24;388;14.62;13.84;17.304;26.265;19.2834;72.1369;30.94;59;51;51.5;246.3;7.967;103.05;6.66
12/08/2016;175.75;68.9;43.35;64.544;14.992;18.525;38.065;44.675;69.9;85.79;22.7;39.47;35.725;115.25;5.2608;158.6;23.95;164.34;67.47;76;62.53;82.6;83.96;397.9;14.82;14.125;16.746;27.75;19.2979;71.3114;32.045;61.4;52.03;53.36;248.4;8.247;106.1;6.674
19/08/2016;171.7;67.02;43.065;65.4354;14.962;17.505;36.875;42.58;68.62;84.3;21.93;38.825;34.24;112.15;5.1198;157.05;23.7725;162.3;66.03;73.2;61.4;81.38;82.44;398.6;14.32;13.505;17.172;27.49;18.4542;69.3322;30.06;60.91;49.86;53.31;243.8;7.916;105.35;6.733
26/08/2016;171.3;67.44;43.42;65.8279;15.196;17.995;36.715;44.83;68.31;87.88;22.385;39.29;34.1;112.95;5.0224;155.9;23.8075;158.53;67.43;73.05;62.27;79.6;92.73;385.85;14.33;13.66;17.166;28.03;18.6519;68.9741;31.92;61.85;51.04;54.1;245.2;8.195;102.95;6.789
02/09/2016;174.55;69.32;43.985;65.8213;15.578;19.3;37.115;47.82;70.25;89.14;23.255;39.865;35.56;116.45;5.223;156.2;24;163.46;67.87;74.22;64.06;79.47;95.91;385.2;14.615;13.7;16.308;29.12;19.4184;69.8692;33.16;62.83;53.19;54.19;248.8;8.688;106.95;6.503
09/09/2016;167.15;67.28;43.855;63.6126;15.194;19.825;37.68;47.93;66.58;86.94;22.81;38.5;35.805;115.85;5.143;152.2;24.255;163.14;67.81;73.85;64.69;78.51;96.48;383.25;14.595;13.62;16.185;28.76;19.8716;69.9687;33.34;59.4;55.63;53.21;241.2;8.786;104.1;6.77
16/09/2016;164.6;66.11;40.605;65.7469;15.25;18.57;38.76;44.64;63.92;85.29;22.135;37.565;34.925;113.45;4.9729;146.65;23.5825;162.39;65.67;69.36;63.04;80.81;94.95;355;13.58;13.365;14.745;28.87;19.2449;68.636;31.13;59.49;52.58;51.97;232.45;8.64;102.2;6.852
23/09/2016;169;68.69;42.535;65.8425;15.604;19.77;40.885;46.955;66.08;87.64;23.45;39.07;35.995;118.4;5.2273;153.75;24.365;169.41;68.05;72.38;65.04;81.26;95.63;370.4;13.855;13.74;16.494;29.62;19.5727;68.079;31.89;62.96;53.81;54.05;243.6;8.877;106.35;7.186
30/09/2016;168.1;68.12;42.17;65.1936;15.446;18.94;40.435;45.77;66.05;87.18;23.065;38.47;35.31;114.8;5.2186;151.8;24.615;166.9;67.32;73.14;64;81.99;94.93;362.25;13.79;13.93;16.344;29.495;19.7655;67.2734;30.78;62.06;53.84;52.48;240;8.778;105.35;7.266
07/10/2016;163.25;66.35;42.93;63.5203;15.006;20.16;41.105;49.31;64.55;84.12;23.025;37.97;33.59;111.5;5.2564;155.4;24.48;172.8;64.73;75.9;65.7;81.69;94.08;358.7;13.075;13.6;16.959;29.44;18.8399;68.4271;32.87;62.14;53.83;50.6;219.4;9.105;103.35;7.425
14/10/2016;167.9;67.04;44.13;63.6364;15.182;20.345;41.79;48.195;64.2;81.11;23.16;38.425;32.94;111.2;5.3073;166.8;24.215;178.89;65.5;75.75;62.74;82.9;96.55;373.6;13.16;13.905;17.046;30.105;18.9604;68.1287;32.85;62.11;52.6;51.91;225.05;9.21;104.4;7.239
21/10/2016;167.2;67.38;44.32;63.7047;15.33;20.545;42.57;51.64;63.47;83.4;24.315;38.945;34.58;104.9;5.4119;167.15;24.3975;176.43;62.4;76.88;64.38;85.02;98.46;367.4;13.295;14.08;18.519;29.86;19.1725;68.8249;34.7;62.73;54.26;51.7;227.15;9.54;110.25;7.403
28/10/2016;166;65.71;44.4;63.8754;14.528;20.7;41.025;53.97;63.51;75.54;24.125;40.81;34.935;103.05;5.348;167.95;24.61;189.63;62.42;79.4;63.15;85.43;96.41;374.1;13.32;14.505;18.336;29.56;19.187;71.0428;36.105;61.15;55;51.48;217.65;9.937;108.5;8.434
04/11/2016;165.1;62.85;42.125;62.0928;14.078;19.39;39.9;50.64;61.22;74.17;23.65;38.88;32.655;101;5.2608;161.7;23.715;180.94;60.25;75.01;60.06;84.16;91.09;365.75;12.745;13.8;17.781;28.26;17.0417;71.1721;35.58;59.26;51.92;49.765;211.2;9.519;104.55;8.105
11/11/2016;157.15;60.7;42.45;64.859;14.04;22.15;40.5;54.75;58.75;72.43;22.33;40.985;33.395;100.5;5.6765;162;23.64;181.82;59.25;74.06;62.84;91.12;85.85;366.3;11.72;13.545;19.113;30.08;16.3909;75.6577;39.79;62.93;54.76;53.36;207.8;10.685;100.45;8.265
18/11/2016;159.4;61.09;43.12;64.1008;14.27;21.9;42.195;54.39;58.82;76.59;22.23;41.34;33.76;101.95;5.3363;165.25;24.6575;185.12;60.47;74.35;62.46;89.25;91.2;376.65;11.255;13.66;19.716;31.615;15.8124;75.6378;40.22;62.01;55.24;51.88;208.3;10.81;102.7;8.883
25/11/2016;161.85;60.31;44.1;64.7087;14.532;22.14;43.115;54.94;60.04;75.56;22.395;40.85;33.81;99.01;5.1503;169;25.325;186.28;60.7;73.36;63.78;91.99;93.23;381.85;11.545;13.77;21.537;32.34;15.7112;74.8521;39.92;62.1;60.31;52.4;211.05;10.835;98.88;9.26
02/12/2016;158.85;60.34;44.905;65.098;13.98;22.22;41.105;54.59;58.39;72.65;21.59;40.23;33.075;97.97;5.1227;169.15;25.25;187.72;60.25;74.28;64.91;91.67;90.58;387;11.535;13.4;21.513;31.57;15.0652;74.8919;40.21;62.56;58.99;52.03;205.5;10.6;97.2;9.299
09/12/2016;167.2;62.38;46.425;71.0334;13.984;23.945;40;60;61.32;76.8;23.28;42.695;34.785;103.7;5.4904;176.1;26.3875;197.58;63.74;81.43;66.54;90.4;93.99;396;11.935;13.5;23.043;33.465;15.3159;75.9163;46.36;65.06;59.58;52.29;216.45;11.495;100.95;9.981
16/12/2016;169.1;64.27;48.21;72.4336;14.09;23.99;40.82;60.96;61.24;78.61;22.77;43.425;36.97;105.25;5.2855;179.2;26.275;196.97;64.23;85.25;68.61;91.88;93.89;387.3;12.125;14;22.371;33.85;15.0459;73.9868;46.955;65.72;64.18;53.2;216.8;11.9;102.55;10.43
23/12/2016;172.55;64.48;48.36;71.853;14.372;24.05;40.09;61.17;58.87;80.36;22.6;43.695;36.005;105.45;5.1546;179.3;26.6125;197.11;65.46;85.29;67.98;91.96;95.18;388.1;12.045;14.29;21.258;34.53;15.3737;75.4488;46.81;65.15;62.9;54.02;221.55;11.905;102.05;10.745
30/12/2016;173.4;64.7;48.72;72.1604;14.478;23.985;40.5;60.55;60.2;80.15;22.89;44.255;35.43;107.35;5.2491;181.4;26.425;198.27;65.55;84.51;68.42;92.13;95.3;390;12.12;14.435;21.048;34.045;15.5955;76.4832;46.745;66.11;62.84;53.95;226.75;11.78;102.95;10.775
06/01/2017;170.25;65.73;48.77;72.4336;14.576;25;41.365;62.49;61.06;80.16;23.325;44.835;37.885;105.8;5.3291;179.25;26.1875;197.95;67.05;86.32;67.7;89.53;97.9;390.7;12.16;14.79;21.807;34.1;15.0748;76.2743;47.34;66.44;65.14;53.85;225.8;12.335;104.7;10.21
13/01/2017;171.45;65.72;48.845;71.6823;14.722;24.345;41.3;62.16;60.53;80.58;22.525;45.6;38.59;102.1;5.3116;188.95;26.475;212.63;65.6;83.76;67.65;89.41;99.96;406.55;11.67;14.99;22.863;35.28;14.8048;77.6469;47.475;67.85;65.64;54.32;221.15;12.59;106.2;10.97
20/01/2017;170.05;65.84;48.115;70.3845;14.298;23.1;41.01;60.06;59.25;76.87;23.61;46.505;38.105;110.25;5.1706;190.95;25.5125;212.77;64.9;85.97;64.45;89.02;98.69;407.1;11.635;14.865;22.965;34.975;14.9205;75.2101;45.84;67.55;65.34;53.74;214.05;12.39;107.6;10.85
27/01/2017;171.3;65.56;47.225;69.8381;14.442;23.255;42.55;61.45;58.6;75.58;23.13;46.86;38.71;109.25;5.0267;186.85;25.425;210.31;65.16;85.45;63.63;87.42;101;407.55;11.235;14.45;22.812;34.69;15.393;74.0863;47.37;68.22;64.67;54.3;212.3;12.475;110.45;12.5
03/02/2017;171.05;66.54;47.15;68.9161;15.246;23.16;41.29;61.14;59.1;77.15;22.785;46.005;39.145;108.55;4.9366;188.95;25.85;207.43;62.59;84.83;63.51;88.36;101.6;404.25;11.08;14.365;22.113;34.6;15.1471;75.2101;45.865;67.83;63.06;53.97;215.05;12.275;109.4;13.275
10/02/2017;170.1;68.76;47.925;69.3942;15.282;22.605;41.84;55.7;60.05;77.38;22.695;45.695;38.785;108.55;4.9628;185.1;25.375;214.08;62.46;83.81;63.88;89.33;103.7;400.95;11.17;14.405;24.66;34.25;15.7063;79.7156;42.385;67.48;64.39;53.75;219;11.4;107.9;12.72
17/02/2017;176.1;68.21;47.44;71.5798;15.204;22.465;41.515;55.75;61;82.02;22.6;45.46;38.5;107.75;4.9337;186.85;26.3375;209.8;63.47;87.08;64.38;89.1;106.6;407.5;11.08;14.395;25.644;35.045;15.4267;81.0483;42.4;65.06;65.4;55.23;220.65;11.82;108.2;13.315
24/02/2017;175.55;67.49;47.735;69.7698;15.292;22.195;41.1;54.68;62.65;80.95;22.16;44.37;37.285;108.75;4.7447;190.7;26.6375;213.47;62.93;83.91;65.5;89.11;103.75;414.05;11.225;14.42;24.885;35.7;14.5831;80.1433;41.43;64.03;68.35;53.36;216.85;11.215;107.95;14.16
03/03/2017;176.45;70;48.075;70.2138;15.254;23.605;40.9;59.31;62.53;84.02;22.835;46.17;37.295;108.9;4.8101;194.35;26.625;216.21;63.09;87.32;68.6;91.72;100.5;418.1;12.795;14.375;25.227;37.255;15.6774;83.1369;46.13;65.3;71.17;53.32;217.45;12.195;108.4;14.73
10/03/2017;177.35;70.34;47.265;69.8723;15.284;23.92;40.635;61.86;62.84;82.85;21.565;46.125;38.1;111.85;5.0369;196.4;26.5375;218.82;62.31;84.67;69.05;88.93;99;429.05;12.56;14.765;23.664;37.915;15.4798;81.7943;47.75;65.26;70.06;52.92;213.25;12.645;108;14.19
17/03/2017;177.45;71.7;47.36;72.0579;15.476;23.865;40.69;60.28;63.21;84.32;21.82;46.745;37.885;112.45;4.9802;201.5;27.125;223.23;63;78.65;68.11;89.25;100.05;436.05;12.48;14.855;25.554;38.41;15.6196;82.1623;47.11;67.2;70.01;54.15;220.15;12.305;110;14.525
24/03/2017;177.85;74.36;46.21;72.536;15.886;23.55;40.285;60.46;63.61;84.66;21.71;46.64;37.76;113.55;4.9904;201.1;27.9625;220.81;62.06;80.85;69.6;89.9;97.17;435.3;12.58;14.65;23.961;38.45;16.1884;82.4208;47.315;67.31;70.02;55.03;222.7;12.28;108.05;14.785
31/03/2017;180.15;74.3;47.415;73.1507;16.228;24.255;40.785;62.43;63.76;86.56;22.1;48.135;39.05;113.9;5.2986;205.85;28.4625;225.37;65.51;81.43;70.03;90.66;101.25;444.1;13.28;14.565;23.658;38.155;16.9308;84.1614;47.55;68.63;71.33;56.52;219.1;12.7;110.9;14.33
07/04/2017;180.7;74.54;49;74.6192;16.41;23.68;41.4;60.9;64.17;88.06;21.035;47.69;39.96;112.45;5.2549;209.25;28.2125;233.5;64.59;78.99;72.83;91.99;103.5;453.65;13.45;14.305;23.202;38.395;16.7718;84.1912;46.52;69.35;72.5;56.91;223.5;12.57;111.75;14.675
21/04/2017;180.8;73.33;46.48;72.2287;16.472;23.495;41.97;62;62.15;87.2;20.82;46.195;40.14;112.75;5.1343;206.9;29.025;230.02;65;80.46;73.73;92.84;100.75;457.75;12.785;14.01;21.42;37.305;17.0224;81.9136;46.285;70.6;71.57;57.23;219.65;12.43;115;13.65
28/04/2017;182.85;78.1;47.17;75.5413;16.386;24.51;45.21;64.78;64.18;91.9;21.625;49.55;41.845;118.95;5.2956;226.5;29.9875;264.5;66.27;85.61;76.02;96.52;115.35;439.2;12.95;14.2;21.729;38.595;16.8151;86.1406;50.21;72.5;74.23;59.43;225.45;13.65;114.85;14.85
05/05/2017;188.55;79.5;48;78.649;16.68;25;46.785;67.88;65.01;96.22;21.735;52.28;42.04;120.25;5.4497;238.1;30.1875;272.68;65.29;85.45;78.13;98.76;116.8;448.95;13.83;15;21.615;38.54;18.1071;89.2039;51.88;74.5;75.88;61.74;229.6;14.48;119.3;15.05
12/05/2017;190.05;78.53;47.98;78.0684;16.714;24.235;46.1;66.56;67.12;96.35;22.75;50.27;40.89;120.15;5.5966;231.5;30.4875;270.78;67.22;88.27;77.03;98.21;115.15;443.05;13.8;15.325;19.947;38.4;18.4157;92.2473;49.695;70.1;74.46;61.67;236.8;14.285;121.4;15.17
19/05/2017;187.1;76.65;48.4;75.6779;16.43;23.79;46.145;65.67;65.85;93.7;22.86;50.43;41.365;118.75;5.5064;229.1;29.7;269.89;66.04;86.36;76.36;97.86;114.1;438.2;13.48;15.29;20.105;37.64;18.6471;87.901;50.02;68.5;73.76;61.1;229.8;14.315;119.2;14.675
26/05/2017;189.1;77;47.435;75.7803;16.46;23.705;46.61;66.39;66.55;92.67;23.12;50.05;42.3;120;5.6925;227.4;28.85;274.03;66.97;84.67;79.57;99.22;116.25;440.3;13.24;15.73;19.95;37.81;19.1388;87.2644;49.345;68.96;73.9;61.19;232;14.5;120.2;14.715
02/06/2017;192.9;78.09;46.8;75.8828;16.738;23.885;49.225;63.4;67.32;93.86;23.405;50;43.35;119.2;5.7913;231.45;29.1375;278.73;68.31;85.21;79.78;99.15;119.25;449.45;13.5;15.55;18.825;38.38;18.6712;88.3883;47.3;69.62;75.6;60.75;236.15;13.79;122.5;14.73
09/06/2017;190.05;78.01;45.695;74.9949;16.656;24.025;49.125;64.51;66.91;92.93;23.135;49.97;41.56;118.25;5.8291;227.9;29.5;274.87;65.43;84.11;79.2;98.22;117.55;439.55;13.93;15.27;19;38.335;18.5748;85.6731;48;68.92;75.41;60.97;233.55;14.25;121;15.32
16/06/2017;191;79.59;44.81;74.9949;16.432;24.225;49.31;62.05;67.43;92;22.545;48.14;41.55;120.75;5.9774;230.7;30.225;278.35;67.29;82.95;80.21;99.43;118.4;439.35;14.015;14.735;17.865;38.85;18.5507;84.599;46.49;67.55;74.93;61.51;232;13.85;123.15;13.55
23/06/2017;188.1;78.97;44.11;76.156;16.588;23.92;50.48;61.5;67.48;93.63;22.01;48.205;41.36;118.25;5.9876;231.65;29.7875;285.7;67.23;80.4;81.82;98.33;115.9;438.2;13.915;14.37;18.855;39.075;18.4108;87.3937;46.085;70.16;75.7;61.86;232.85;13.835;121.8;13.41
30/06/2017;182.4;74.73;43.285;73.9021;15.698;23.95;49.315;63.06;65.81;90.48;22.15;46.78;41.045;111.4;5.6663;218.3;29.1;277.19;65.31;79.25;80.24;94.24;112.15;432.65;13.215;13.89;19.86;36.92;17.8372;83.306;47.11;67.27;72;61.25;220.65;14.085;117.25;12.57
07/07/2017;179.35;73.89;42.46;73.3556;15.588;25;49.755;65.52;65.58;90.67;21.28;47.115;40.24;112.4;5.6838;216.4;29.75;279.1;63.46;81.25;81.97;94.25;111.1;443.9;13.095;14.005;20.08;36.69;18.2277;83.2066;49.425;67.4;74.1;61.27;213.55;14.695;115.85;13.155
