Date;OR FP Equity;DG FP Equity;TTE FP Equity;AI FP Equity;DSY FP Equity;CS FP Equity;ERF FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;AC FP Equity;EL FP Equity;VIV FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;URW FP Equity;ACA FP Equity;RI FP Equity;STMPA FP Equity
03/06/2011;85.19;43.3;38.36;51.1648;5.845;14.75;6.576;53.55;50.36;38.775;26.369;44.49;30.185;55.24;5.3654;106.57;15.8;107.79;37.295;38.165;27.945;29.285;23.09;185;24.61;15.4;51.3885;31.395;19.5245;52.1458;40.985;55.75;21.52;28.6;152.85;10.58;68.79;7.531
10/06/2011;83.79;41.915;38;50.9229;5.71;14.71;6.218;51.61;49.86;37.25;25.4866;42.51;28.99;54.71;5.2247;103.46;15.83;104.72;37.695;36.4;28.115;28.59;22.5;182.7;24.13;14.4;52.3539;30.765;19.0761;51.1115;39.05;55.35;21.115;27.75;152.9;10.065;67.05;7.023
17/06/2011;85.86;42.56;38.13;51.4617;5.785;15.2;6.09;52.2;52.72;37.84;23.8356;41.74;28.115;54.24;5.2514;101.61;15.69;105.27;38.285;37.02;28.355;28.175;22.03;189;24.425;14.415;51.5513;30.455;18.7579;52.0862;39.09;55.375;21.44;27.9;153.35;10.1;67.13;6.79
24/06/2011;86.17;41.745;37.995;51.6321;5.659;14.515;6.1;50.19;51.95;38.745;23.3638;41.53;28.59;54.4;5.1881;104.77;16.015;106.42;37.71;39.165;28.815;28.4;20.97;194.45;23.995;14.2;52.4353;28.85;18.1216;52.1259;37.775;54.275;22.4;27.775;151.8;9.669;65.69;6.491
01/07/2011;89.59;44.505;39.91;54.4471;5.884;15.845;6.315;54.54;51.55;40.1;24.6;45.055;30.925;56.07;5.3597;113.42;16.795;112.55;38.4;40.79;29.32;29.62;20.93;203.7;25.315;14.66;56.2854;30.325;18.9749;55.1992;42.44;58.475;23.01;29.07;160;10.795;67.67;6.99
08/07/2011;89.67;42.365;39.97;53.8643;5.917;15.245;6.277;49.82;52.48;40.13;23.255;44.085;31.445;56.6;5.0882;114.37;16.2925;115.8;38.57;39.2;29.35;28.715;20.99;217;24.285;14.255;55.855;28.88;18.0059;55.2191;38.525;55.775;23.125;28.155;158.35;9.472;69.56;6.887
15/07/2011;84.38;39.9;38.37;51.984;5.729;13.62;6.422;45.28;50.75;36.935;21.76;41.39;29.175;57;4.7802;112.34;16.335;115.43;37.275;36.995;28.59;27.71;20.27;220.15;22.87;13.77;52.7028;26.87;17.1767;55.0997;34.7;52.075;23.71;26.705;152.9;8.478;66.86;6.284
22/07/2011;84.62;41.42;39.455;53.0341;5.921;14.335;6.5;48.815;51.24;38.81;22.12;42.475;31.46;56.71;4.9968;116.48;15.88;118.68;37.095;38.05;29.28;28.73;21.34;234.35;23.94;14.41;53.3193;27.58;17.5913;54.9108;38.075;53.275;24.835;27.35;157.65;9.435;69.67;6.461
29/07/2011;84.01;40.52;37.78;52.7537;6.153;13.11;6.293;45.465;49.8;34.375;20.6;40.4;30.77;55.91;4.7;115.31;14.665;118.04;35.495;37.265;29.03;29.805;17.99;240.8;22.83;14.44;50.7255;26.39;15.2387;53.9957;34.735;50.575;24.2;27.115;155.4;8.618;69.12;5.506
05/08/2011;77.11;35.285;34.235;48.4653;5.556;11.555;5.208;40.615;47.905;29.295;18.715;34.85;25.47;51.59;4.3567;103.82;12.7825;105.14;32.545;31.3;24.83;27.005;18.11;223.35;20.41;13.46;41.2457;23.935;10.7505;49.4008;27.435;45.375;21.68;24.95;137.7;7.159;63.55;4.774
12/08/2011;79.05;35.7;33.09;48.0749;5.608;10.915;5.335;37.225;46.335;30.385;19.07;34.675;25.49;52.17;4.375;103.42;13.14;103.72;33.67;29.225;25.49;25.5;18.15;248.65;20.755;13.04;37.3607;23.955;11.3965;48.2272;24.3;47.695;21.35;25.905;142.8;6.519;62.11;4.948
19/08/2011;78.03;33.175;31.99;46.1066;5.228;10.28;5.135;32.75;45.295;26.95;18.485;31.59;23.11;51.96;4.3019;96.88;11.7125;96.08;31.495;25.43;23.465;24.48;16.28;246.8;19.485;12.455;32.0102;21.71;10.2491;47.2525;20.87;42.63;20.77;24.81;138.5;6.122;56.82;4.253
26/08/2011;77.36;33.96;32.5;47.657;5.339;10.235;5.304;33.56;45.735;26.885;18.375;32.435;23.26;52.97;4.3849;99.72;12.0725;98.82;31.88;26.32;24.4;24.795;17.6;256.75;20.86;12.745;31.8241;22.21;10.3118;49.182;21.33;44.225;21.015;25.875;142.8;6.419;59.06;4.319
02/09/2011;74.37;34.97;33.44;48.8776;5.585;10.525;6.064;33.42;47.72;26.5;17.66;32.96;23.46;53.72;4.7126;102.88;11.9513;102.62;31.535;26.475;27.005;25.365;18.04;270.7;20.82;13.17;32.8593;25.61;10.7312;49.4804;22.165;44;21.295;26.41;146.95;6.186;61.56;4.435
09/09/2011;73.04;32.61;32.83;48.1739;5.339;9.398;5.9;29.8;44.955;24.14;16.2;30.375;22.66;55.54;4.5157;100.31;11.2725;97.5;30.46;24.39;26.35;25.24;16.15;264.95;19.835;12.02;30.3003;24.85;9.849;47.9686;17.445;39.47;21.35;25;140.95;5.403;60.57;4.194
16/09/2011;74.4;33.45;33.305;48.4323;5.356;9.639;6.1;28.195;44.81;25.52;16.44;30.925;23.45;54.94;4.4341;103.87;12.1025;103.9;32.255;27.44;26.295;26.285;16.72;255.55;21.09;12.105;31.068;25.275;10.765;48.2272;18.96;41.965;22.1;23.705;138.3;4.917;61;4.975
23/09/2011;71.22;30.78;30.85;46.387;5.181;8.3;5.704;25.315;43.67;24.21;15.475;27.37;19.76;52.93;4.1527;95.03;10.765;96.76;30.795;24.65;22.61;24.325;16.17;248.3;20.185;11.5;26.6713;24.9;9.7912;46.7403;16.645;37.59;20.68;23.14;126.9;4.425;60.05;4.74
30/09/2011;73.38;32.42;33.235;48.3718;5.323;9.9;5.698;30.05;46.2;25.105;17.14;28.87;20.15;53.99;4.3145;89.81;11.3025;89.14;31.41;25.07;23.17;23.55;15.99;225.85;22.44;12.3;28.102;24.935;10.6734;49.0825;20;40.57;21.205;23.535;134.55;5.23;58.83;4.936
07/10/2011;75.85;33.4;35.325;49.0316;5.316;11.03;5.726;31.55;45.59;26.58;17.26;31.94;21.37;53.28;4.5072;96.7;11.3163;91.49;33.005;25.66;23.96;23.91;16.05;226.05;23.81;12.775;30.6958;25.665;10.3359;48.8836;20.51;44.01;20.985;24.695;143.75;5.36;61.87;5.14
14/10/2011;78.5;35.57;37.22;50.8184;5.641;10.935;6.6;32.25;46.305;27.88;17.25;33.57;22.7;51.17;4.6535;103.1;12.4575;96.76;34.78;27.475;25.46;25.405;16.63;238;23.57;13.185;33.3944;26.935;10.8132;50.5943;20.835;46.12;22.975;26.035;148;5.197;65.24;5.38
21/10/2011;79.5;34.435;38;50.6425;5.71;10.71;6.059;31.78;47.695;26.555;18.08;33.305;22.825;52.48;4.5002;104;12.71;95.12;33.99;27.52;22.2;25;15.58;244.1;21.5;12.94;31.8241;27.915;10.6203;50.6937;18.97;42.155;20.35;25.51;144.45;4.843;67.69;5.315
28/10/2011;80.31;37.055;38.375;52.1325;6.207;12.175;6.467;36.35;50.32;28.43;20.03;35.015;25.025;53.3;4.7365;110.67;13.9275;105.41;36.08;31.665;23.945;25.77;15.6;245.6;21.76;13.41;36.5465;27.955;10.3118;52.0464;23.39;45.335;21.35;26.82;146.1;6.16;68.98;5.15
04/11/2011;77.83;34.375;37.035;49.8508;6.026;10.54;6.43;30.88;48.75;27;19.66;32.045;22.01;53.05;4.3539;104;12.5975;99.28;35.375;29.78;24.315;25.3;14.28;252.2;20.075;12.625;34.1271;27.5;9.4315;49.0776;17.925;40.445;21.33;25.46;138.85;5.234;67.65;5.232
11/11/2011;78.5;33.28;37.64;49.8948;6.004;10.605;6.519;32.235;48.945;28.74;20.24;31.36;21.29;52.48;4.465;105.44;12.4713;101.89;35.83;28.875;23.255;24.855;14.81;252.9;20.5;12.77;33.2315;24.65;9.015;49.3759;18.855;41.465;22.265;24.385;137.05;4.898;70.46;5.37
18/11/2011;76.98;31.06;37.11;48.6577;5.943;9.509;6.05;28.065;47.525;26.02;18.43;29.005;19.755;52.29;4.5734;101.3;11.175;98.36;33.325;25.975;21.74;23.565;14.14;231.8;19.315;12.43;30.4167;23.415;8.4606;49.2516;16.665;38.97;21.305;23.75;129.25;4.375;66.08;5.027
25/11/2011;75.03;29.385;35.69;47.2777;5.696;8.85;5.662;25.85;45.7;24.875;17.31;27.28;18.395;51.36;4.3581;97.42;10.5725;92.69;32.64;24.25;20.665;22.195;13.18;224.5;18.13;11.71;27.3343;22.345;8.072;47.9636;15.83;36.085;20.745;22.775;125.95;4.075;66;4.349
02/12/2011;78.96;33.315;38.61;50.5105;5.999;11.07;5.955;31.6;48.45;27.665;19.845;31.285;20.315;52.3;4.7703;104.77;11.9375;101.98;35.525;28.74;21.6;23.205;14.59;229.9;20.92;12.645;33.0919;23.97;9.0767;51.5093;18.905;42.17;21.93;24.72;137.25;4.8;68.84;4.759
09/12/2011;80.4;33.07;38.855;50.7195;6.104;11.17;6.051;32.505;47.86;27;18.52;30.775;19.62;52.88;4.7576;103.15;11.7913;103.03;35.645;28.475;22.83;22.35;15.46;229.35;21.34;12.535;32.8942;23.74;8.4751;53.0509;19.555;41.79;22.405;24.63;137.1;4.795;69.3;4.44
16/12/2011;77.22;31.43;36.855;49.147;5.879;9.771;5.469;27.745;45.99;24.405;16.005;27.39;17.84;51.89;4.5691;93.82;10.7338;96.99;33.695;25.695;21.745;22.27;16.02;216.25;19.73;11.82;30.5911;23.675;7.7973;53.1404;16.545;37.595;22.65;23.165;127.35;4.043;66.9;4.21
23/12/2011;79.68;32.98;38.635;51.0713;5.98;10.26;5.476;30.3;47.34;24.67;17.05;28.905;18.775;53.65;4.6465;97.69;11.355;101.75;34.71;26.82;22.605;23.15;16.95;226.5;20.475;11.97;32.5918;24.195;8.1135;55.1097;17.22;38.7;23.6;23.975;134;4.416;69.72;4.55
30/12/2011;80.7;33.76;39.5;52.5558;6.193;10.045;5.633;30.35;48.57;24.145;17.615;29.665;19.585;54.55;4.7605;98.59;11.4188;101.25;35.545;26.8;23.205;24.4;17.18;230.35;21.12;12.135;32.8709;24.345;8.1656;56.4424;17.205;40.68;24.15;24.85;138.9;4.36;71.66;4.591
06/01/2012;81.18;33.735;39.99;52.1764;6.252;9.8;5.565;28.455;48.265;24.685;16.61;29.165;19.105;55.2;4.6564;98.14;11.6613;104.04;36.78;28.31;23.355;23.83;17.21;237.6;20.67;11.79;34.2784;23.73;7.8368;55.9451;15.565;42.425;24.765;24.765;132.6;4.129;71.93;4.85
13/01/2012;80.01;35.045;39.015;53.8423;6.124;10.5;5.73;31.79;47.045;25.15;16.765;32.005;20.735;56.75;4.465;102.56;11.995;106.14;37.775;29.99;24.105;24.685;17.86;251.95;20.9;11.67;35.8719;23.86;8.0701;55.3185;16.34;45.575;25.15;25.62;136.8;4.208;73.26;4.968
20/01/2012;81.06;36.77;39.85;53.9138;6.3;11.92;5.85;35.325;47.495;27.765;17;33.89;22.63;56.08;4.5269;108.64;12.9825;109.8;38.895;32.645;23.4;25.655;18.81;251.9;21.125;11.465;37.7911;24.65;7.8329;55.2191;21.005;48.2;25.65;27.235;146.5;4.96;73.9;5.59
27/01/2012;81.12;36.315;40.085;52.3304;6.38;11.95;5.94;34.64;46.935;28.23;18.26;34.655;23.745;55.78;4.4453;110.45;13.0375;109.98;38.375;33.39;23.265;25.56;19.3;267.65;20.76;11.415;38.0354;24.095;8.2919;55.5274;21.07;47.76;25.61;26.39;146.85;4.935;73.5;5.378
03/02/2012;82.06;37.16;41;53.8643;6.414;12.72;6.433;35.2;48.625;29.075;18.385;36.405;25.555;56.73;4.5579;116.53;13.7;115.25;39.92;36.09;24.645;27.555;19.75;274.7;21.56;11.535;38.5006;25.36;9.1423;55.6468;24.25;49.83;27.54;27.195;143.8;5.322;76.48;5.316
10/02/2012;81.38;38.105;40.58;53.5839;6.349;12.35;6.519;35.05;48.47;28.855;17.67;34.77;25.08;56.47;4.5326;111.44;13.51;113.69;39.545;36.04;23.765;26.745;19.11;267.15;19.55;11.25;39.2683;24.65;9.0757;56.0048;23.25;47.48;26.75;25.95;142.75;5.327;77.26;5.116
17/02/2012;85.75;38.155;41.68;52.6438;6.219;12.305;6.607;36.88;49.74;32.885;17.95;36.7;25.65;58;4.6451;112.92;13.67;110.21;41.365;39.795;24.915;27.4;19.3;281.7;19.785;11.415;38.0237;25.105;9.2425;56.0943;24.025;47.95;27.12;26.785;146.2;5.11;74.57;5.36
24/02/2012;85;38.625;42.065;53.6004;6.286;12.125;6.656;36.92;50.7;32.885;18.32;36.055;26.13;59.7;4.6395;113.87;13.2575;116.94;40.815;39.94;24.22;27.53;19.56;281;19.675;11.73;37.4422;24.715;8.7354;55.9949;24.43;51.05;27.06;27.595;145.4;4.898;76.79;5.453
02/03/2012;87.68;39.41;42.46;54.0183;6.253;12.39;6.86;37.915;50.96;33.545;18.875;36.365;26.865;60.79;4.0402;116.39;12.99;117.31;41.775;40.315;25.695;27.3;20.44;285;19.6;11.435;37.0002;23.75;10.6541;57.0491;25.395;52.36;27.65;27.38;147.7;4.945;77.87;5.519
09/03/2012;88.49;39.355;42.215;54.0733;6.307;11.96;7.472;36.945;52.28;33.415;18.65;35.255;26.315;63.3;3.9389;116.89;13.0175;118.77;41.99;41.735;25.99;27.995;20.95;264.6;19.725;11.155;34.9879;23.89;10.9;57.7254;24.415;50.48;30.06;27.155;149.15;4.734;79.66;5.818
16/03/2012;89.2;40.79;42.53;55.1729;6.505;13.18;7.385;39;52.97;33.85;19.34;37.115;27.165;64.62;3.9248;122.03;14.555;124.35;43.135;41.99;27.4;28.705;21.6;250;20.005;11.33;36.8257;24.33;12.298;58.9488;25.22;53.17;31.1;28.525;156.55;5.169;80.15;6.22
23/03/2012;88.49;39.12;40.74;54.4801;6.364;12.725;7.49;37.455;51.18;33.035;18.395;34.98;25.615;65.24;3.9474;115.67;13.925;120.32;41.165;40.3;27;28.14;21.12;247.6;19.535;11.49;34.732;23.415;11.7629;57.4469;23.935;49.765;30.46;27.525;151;4.99;77.63;6.366
30/03/2012;92.49;39.1;38.24;54.9584;6.899;12.43;8.18;35.575;52.3;33.56;17.975;33.485;26.77;66.83;3.8714;116.12;13.9575;118.04;41.335;39.525;27.555;28.06;21.43;252.65;19.37;11.105;33.3362;22.93;11.9895;57.9144;21.965;48.99;30.705;27.59;149.95;4.66;78.4;6.127
13/04/2012;92.14;34.835;36.42;52.9737;6.792;10.84;8.5;30.4;50.26;29.92;15.545;29.895;24.995;65.23;3.5689;114.59;13.3375;111.72;40.32;35.955;25.93;26.435;20.69;247.7;17.96;10.115;30.6958;21.145;10.3841;55.0003;17.805;45.91;30.22;25.57;141.1;3.907;75.79;5.209
20/04/2012;91.92;33.82;36.45;53.9248;6.942;10.695;8.739;29.605;52.43;28.8;15.215;30.51;25.43;64.03;3.6294;111.21;12.9975;107.61;38.18;35.495;25.03;25.93;20.65;252.65;18.685;10.06;30.091;20.47;10.3166;56.3628;17.3;47.385;30.585;25.22;143.25;3.739;78.19;4.999
27/04/2012;91.65;35.555;36.5;54.4141;7.4;10.98;9.15;31.045;53.68;30.115;15.54;32.19;26.57;67.37;4.0163;113.78;14.195;116.44;39.08;35.675;28.525;26.415;20.59;266.55;17.715;10.48;30.8587;22;10.6975;57.8945;18.16;47.965;30.455;26.015;144.75;3.914;80.45;4.509
04/05/2012;91.03;34.26;35.515;53.2321;7.25;9.658;9.463;28.99;53.92;29.065;14.315;31.785;25.975;67.12;3.6576;113.33;13.6125;111.95;38.2;32.495;27.235;25.55;19.86;267.9;17.09;10.405;28.4742;20.44;10.0997;57.626;17.295;45.66;29.53;26.225;141.45;3.645;79.98;4.136
11/05/2012;91.75;35.17;35.135;52.2589;7.203;9.73;9.2;28.67;53.13;29.38;14.355;31.205;26.09;69.51;3.7155;111.17;13.6825;112.55;37.945;33.185;27.235;25.3;19.65;269.55;17;10.44;29.207;21.315;10.1431;55.776;17.21;43.995;28.6;26.305;136.15;3.461;79.74;4.096
18/05/2012;91.6;32.8;34.65;51.3902;6.93;9.357;8.701;26.23;51.35;27.37;13.81;29.11;24.095;68.25;3.8347;107.92;12.0738;108.93;36.87;30.59;26.7;24.335;18.89;260;16.24;10;26.5201;20.195;9.7237;53.7471;15.82;42.76;27.81;25.625;132.8;3.011;76.18;3.677
25/05/2012;91.07;33.125;35.18;52.2699;7.32;9.382;8.707;26.58;51.78;27.56;14.455;30.39;24.68;69.12;3.8071;106.62;12.1512;108.29;37.15;33.685;26.52;24.325;18.86;260;16.44;10.34;26.555;20.595;9.2464;54.5428;16.27;43.2;27.28;25.515;135.95;2.984;77.72;4.051
01/06/2012;88.49;31.62;34;51.6003;7.161;8.795;9.018;25.91;50.56;26.81;13.705;27.845;23.525;68.34;3.7577;101.52;11.625;101.57;36.905;33.87;27.2;23.315;18;259.1;15.95;10.075;25.2871;19.085;8.7527;53.22;15.965;41.815;26.15;23.775;132.65;2.882;76.73;3.983
08/06/2012;91.33;32.62;34.595;52.3442;7.262;9.631;9.701;28.455;51.25;28.325;13.87;27.52;24.265;72.77;3.9452;107.56;12.165;105.04;37.8;33.555;27;23.895;18.68;258.65;16.32;9.795;26.3921;19.68;9.5848;54.6522;17.515;43.325;26.88;24.975;137.25;3.152;79.05;4.227
15/06/2012;91.04;33.77;35.43;53.1425;7.14;9.89;9.609;29.475;52.08;28.035;14.49;27.09;22.79;72.5;4.0353;106.57;11.88;102.48;37.355;31.1;27.565;23.98;17.89;251.4;17.105;9.801;26.8923;19.96;9.6301;55.8855;17.78;42.1;26.03;25.48;140.55;3.284;79.34;4.137
22/06/2012;88.89;34.91;34.41;53.1365;7.3;10.07;9.708;29.4;47.715;28.295;14.425;27.55;23.41;73.69;4.0717;105.17;12.0825;101.38;36.925;31.53;28.23;25.4;17.92;245.7;17.665;10;27.6949;20.485;9.7719;57.616;17.795;42.14;25.74;25.615;140.85;3.351;80.43;4.43
29/06/2012;92.24;36.785;35.5;54.4609;7.392;10.48;9.77;30.335;49.015;29;14.545;29.1;24.68;73.3;4.2534;108.01;12.87;102.71;36.05;31.44;29.2;26.02;17.39;242.25;18.755;10.375;28.1718;21.2;9.6263;59.4162;18.41;43.73;27.94;26.755;145.1;3.471;84.26;4.324
06/07/2012;92.47;35.785;36.06;54.1102;7.451;9.997;10.1;29.2;49.83;27.46;13.51;28.18;24.7;73.56;4.2505;108.82;12.56;103.26;37.165;32.205;28.155;26.64;17.36;236.35;18.055;10.18;28.2532;20.03;8.7161;59.4262;17.525;43.095;28.07;26.645;149.05;3.473;84.01;4.133
13/07/2012;91.67;35.16;36.035;53.6384;7.479;10.06;10.435;29.77;49.83;26.27;14.545;28.005;24.755;72.2;4.5848;107.11;12.4938;99.97;37.435;32.29;28.3;26.3;16.95;230.4;18.035;10.82;28.6487;20.015;8.7074;60.4108;17.18;42.79;27.215;26.365;150.15;3.456;83.23;3.866
20/07/2012;96.13;34.69;36.055;54.467;7.688;9.717;10.725;28.515;50.5;26.955;13.95;27.005;25.12;72.88;4.3944;109.05;13.0875;101.61;39.475;33.78;28.505;26.92;17.98;229.25;17.56;10.715;28.2648;20.44;8.5956;62.0121;16.39;43.2;28.71;27.085;150.3;3.214;86.5;3.974
27/07/2012;99.54;34.56;37.35;55.4588;8.075;9.794;10.825;30.185;49.35;29.7;14.185;24.55;26.575;71.37;4.4831;112.11;13.79;110.49;40.83;35.94;27.75;25.675;18.14;224.05;17.96;11.055;29.2302;20.05;8.6264;64.8466;18;45.7;29.805;26.435;157.65;3.343;87.72;4.219
03/08/2012;100.75;33.78;38.925;56.6503;8.132;10.19;10.82;32;49.66;30.74;14.9;25.35;27.36;69.23;4.531;115.54;14.3975;113.55;40.705;35;28.12;26.355;19.65;223.95;19.11;11.05;28.4974;20.775;8.0508;67.4524;18.525;49.88;31.2;26.595;162.5;3.547;88.24;4.615
10/08/2012;100.55;34.85;39.96;57.4062;7.854;11.23;10.61;33.675;49.045;30.16;15.74;26.615;27.135;68.19;4.5441;121.35;14.325;116.85;41.87;37.015;28.505;26.39;19.75;222.4;19.31;11.21;30.1026;21.77;7.8937;66.8358;20.07;49.155;30.695;26.245;161.85;3.979;87.65;4.92
17/08/2012;100.7;35.395;40.38;58.1199;7.83;11.57;10.61;35;49.52;30.65;16.24;27.525;27.39;68;4.6604;120.22;14.6675;117.81;41.475;38.19;28.425;27.05;19.92;224.55;20.04;11.5;30.3236;22.455;8.4519;66.1893;21.55;51.26;30.25;28.055;164.55;4.315;86.29;4.945
24/08/2012;100.15;34.845;39.385;58.0896;7.688;11.595;10.235;34.18;51.01;29.495;16.1;27.57;26.44;68.97;4.5412;118.87;14.45;115.38;41.695;37.37;27.4;26.42;19.67;221.3;19.765;11.26;28.5789;22.175;8.1839;64.9958;20.57;49.8;29.6;27.815;162.1;4.243;87.57;4.677
31/08/2012;97.74;34.59;39.705;56.5777;7.721;11.51;10.35;34.555;49.55;29.225;16.665;27.275;25.21;69.39;4.5325;116.98;14.2625;113.65;41.265;37.165;27.855;26.42;19.67;228.95;19.575;10.995;27.5786;19.775;8.1145;64.6974;21.05;50.21;30.32;27.475;162.15;4.638;85.67;4.717
07/09/2012;98.11;35.465;40.545;58.3739;7.77;12.325;11.2;37.775;49.8;31.54;16.985;29.245;27.11;72.37;4.5499;119.73;14.8175;116.57;42.65;38.525;28.05;27.03;20.49;226.7;19.44;10.61;28.9046;20.505;8.9302;65.7915;24.49;52.32;30.25;28.86;163.3;5.341;88.02;4.56
14/09/2012;97.5;36.615;41.84;59.2145;7.895;12.955;10.6;39.99;49.015;32.985;17.415;30.345;27.255;73.12;4.6023;114.28;16.07;114.19;44.76;41.585;27.945;27.05;22.07;219.4;19.89;10.685;31.1495;21.215;9.2059;66.9651;24.75;52.68;25.305;28.815;163.65;5.937;86.9;5.173
21/09/2012;97.12;35.34;40.8;60.1701;8.386;12.465;10.715;39.665;50.01;32.545;17.42;30.29;27.005;74.35;4.5616;110.45;15.8825;113.97;44.08;39.63;28.22;27.05;22.05;214.95;19.495;9.865;28.8115;20.3;8.7778;68.6757;23.795;49.025;25.7;29.67;162.45;5.853;88;4.729
28/09/2012;96.26;33.145;38.6;58.3316;8.176;11.59;11.04;36.98;47.91;32.925;16.14;27.335;25.955;72.87;4.4118;105.44;15.24;109.25;43.55;36.52;27.985;26.725;22.29;209;17.4;9.388;25.9618;19;8.0952;65.9904;22.1;46.055;24.665;29.33;155.1;5.37;87.31;4.193
05/10/2012;97.93;34.13;38.73;59.0331;8.3;11.97;12.105;39.39;47.96;32.4;16.16;28.49;26.415;71.52;4.5223;110.04;16.4825;111.36;44.64;36.77;29.775;28.59;23.16;218.6;17.955;9.565;26.5084;19.285;8.0315;68.3575;23.75;50.42;26.48;30.535;163.15;5.839;88.23;4.448
12/10/2012;96.49;33.57;38.135;56.5172;8.084;11.745;12.15;38.45;47.805;31.66;16.23;26.57;25.28;69.53;4.4482;110.72;16.275;119.59;42.865;34.355;29.535;28.355;23.03;217;17.325;9.278;26.6131;19.315;7.9216;65.9804;23.975;47.49;26.34;28.89;166.65;5.97;86.87;4.673
19/10/2012;101.05;34.9;39.6;56.9285;8.256;12.47;11.855;40.79;46.97;31.53;18.355;27.615;24.64;70;4.5775;113.37;15.7025;122.84;42.555;37.25;29.75;27.9;23.39;214.85;17.815;9.64;29.2186;19.785;8.207;68.268;26.1;49.72;26.795;29.665;172.9;6.176;85.36;4.775
26/10/2012;97.85;34.33;38.71;55.3742;8.338;12.215;11.595;39.125;47.1;31.21;18.485;27.295;24.05;69.71;4.6502;112.65;16.015;125.59;41.215;34.74;30.16;27.5;23.06;211.65;17.58;8.825;27.9624;18.885;7.6227;67.9795;24.64;48.145;27.12;29.85;170.45;5.885;83.4;4.634
02/11/2012;100.45;34.47;39.44;55.8943;8.256;12.545;12.02;38.965;48.2;32.68;19.025;27.83;24.7;72.41;4.6168;117.16;17;126.04;41.32;35.29;31.145;27.195;23.53;219;17.82;8.655;27.7065;18.48;7.4916;69.0636;25.39;50.22;27.45;30.395;173.3;5.982;83.1;4.663
09/11/2012;98.6;32.78;38;55.3379;8.15;11.765;11.665;39.455;49.78;31.36;18.675;28.455;24.275;71.15;4.3624;114.01;16.4175;123.76;41.085;34.245;30.3;26.73;25.68;228.3;16.815;8.302;28.0089;18.075;7.617;68.2282;24.62;50.09;26.32;29.025;169;5.573;83.36;4.375
16/11/2012;98.62;31.845;36.975;54.5577;8.135;11.5;11.41;39.255;48.335;30.565;17.575;27.175;23.175;69.93;4.5761;111.48;16.3025;121.29;41.61;33.995;29.05;25.975;25.71;222.45;16.14;8;26.7062;17.665;7.1127;66.0998;24.435;48.335;25.17;28.49;165.55;5.461;82.31;4.234
23/11/2012;104.4;33.69;38.6;57.122;8.503;12.35;11.88;42.6;48.835;31.425;18.85;30;25.11;74.23;4.8232;117.66;17.35;127.97;43.605;38.19;31;26.91;26.7;236.45;17.18;8.251;27.2412;18.37;7.8214;68.9244;27.135;52.9;24.895;30.17;171.45;5.8;86.74;4.678
30/11/2012;104.35;33.925;38.475;56.7954;8.7;12.635;11.83;42.945;48.775;32.55;18.985;30.68;25.54;74.25;4.8029;121.58;17.8775;131.21;43.495;38.455;31.49;27.655;26.76;237.6;17.295;8.139;27.1831;18.985;8.0605;68.2879;27.805;54.04;25.89;31.14;180.45;5.829;87.06;4.9
07/12/2012;105.05;34.5;38.275;57.2308;8.56;12.91;12.02;44.03;49.38;32.65;19.18;31.165;25.925;76.95;4.8043;124.5;17.725;129.93;45.365;38.415;32.245;27.9;27.83;236;15.21;8.17;28.2997;19.94;8.2147;70.9136;29.275;53.98;29.795;31.6;179.6;6.109;88.31;5
14/12/2012;103.9;35.405;39.46;57.4728;8.519;12.99;12.3;43.92;50.1;33.945;19.2;31.695;26;77.1;4.9206;124.28;17.8925;129.61;45.345;40.8;32.62;27.35;27.92;230.1;15.275;8.5;29.6839;21.295;8.5811;71.4108;29.245;54.94;28.92;31.3;178.6;5.954;88.69;5.28
21/12/2012;105.65;36.02;39.205;57.122;8.444;13.365;12.055;43.655;49.645;33.11;19.32;32.225;26.54;75.57;4.9453;126.17;17.9975;129.02;45.42;40.97;32.335;26.535;27.48;230.8;15.44;8.346;29.963;22.31;8.8713;71.8982;28.875;55.52;29.995;31.955;184;6.105;87.6;5.376
28/12/2012;104.8;35.695;38.91;56.8438;8.447;13.225;12.14;42.335;49.36;33.18;19.265;32.08;26.395;75.39;4.9337;124.19;17.805;128.19;44.915;40.32;32.48;26.035;27.01;223.8;15.415;8.277;29.9281;22.16;8.7257;70.3466;28.15;54.58;29.395;31.73;184.95;6.054;86.64;5.347
04/01/2013;105.65;37.12;39.82;57.7268;8.5;13.865;12.96;44.385;50;32.945;20.53;33.405;27.18;76.72;4.8857;127.84;18.4725;132.91;46.625;40.77;33.18;26.525;28.06;230.95;15.995;8.507;31.417;23.4;8.7923;73.2707;29.33;56.43;30.8;33.095;186.2;6.353;88.13;5.579
11/01/2013;103.75;37.095;39.485;56.0636;8.52;13.755;13.355;45.87;49.6;34.285;19.165;31.72;26.89;75.31;4.8479;124.23;17.4825;134.23;47.5;40.15;33.155;26.36;28.34;229;15.415;8.731;30.4167;22.81;8.3941;73.4099;32.895;55.41;32.295;32.1;175.25;7.124;87.44;5.962
